label,subject,body
phishing,Account locked due to multiple failed logins,You have an unpaid invoice of $450. Pay immediately using the link: http://login-verify-account.net
legit,Question regarding requirements,Here is your flight itinerary for your upcoming trip.
phishing,Unusual login activity,FINAL WARNING: We will close your account unless you update your profile here: http://verify-your-id.net
phishing,PayPal Security Notice,Your account will be suspended in 24 hours. Click here to verify: http://bca-klik-secure.net/verify
phishing,Important: Update your mailbox quota,Click the link below to reset your password within 2 hours. http://verify-your-id.net
phishing,Final Warning: Account Deletion,Alert: Unusual activity on your BRI account. Log in to verify: http://verify-your-id.net
phishing,Unusual login activity,Click the link below to reset your password within 2 hours. http://login-verify-account.net
legit,Lunch today?,The report is attached. Let me know if you have questions.
phishing,Action Required: Verify Your Email,You won a trip to Bali. Claim it here: www.paypal-security-update.com/claim
phishing,Action Required: Verify Your Email,FINAL WARNING: We will close your account unless you update your profile here: http://paypal-security-update.com
legit,Coffee break?,Please note the schedule change for the Alumni Meetup.
legit,Task assignment: Alpha,See you at the sync later.
phishing,IT Support: Required System Update,FINAL WARNING: We will close your account unless you update your profile here: http://secure-update.com
legit,Schedule change for Spring 2026,Let's grab a coffee at room 201 and discuss marketing.
phishing,Your subscription has expired,We noticed suspicious activity. Verify your identity at http://paypal-security-update.com to unlock your account.
phishing,Unusual login activity,Track your package here. It could not be delivered due to missing address: http://it-helpdesk-portal.com
phishing,Account locked due to multiple failed logins,Track your package here. It could not be delivered due to missing address: http://it-helpdesk-portal.com
phishing,Account locked due to multiple failed logins,FINAL WARNING: We will close your account unless you update your profile here: http://it-helpdesk-portal.com
legit,Question regarding budget,The Data Migration project is on track. See attached.
phishing,Security Alert: Compromised Password,Your account will be suspended in 24 hours. Click here to verify: http://login-verify-account.net/verify
legit,Project update: Data Migration,See you at the sync later.
phishing,Verify your identity now,Click the link below to reset your password within 2 hours. http://verify-your-id.net
legit,University event: Alumni Meetup,Great presentation today! I really liked the part about design.
phishing,Claim your iPhone,Track your package here. It could not be delivered due to missing address: http://verify-your-id.net
legit,Meeting at Friday at 3 PM,"Hi, let's meet at 14:00. Regards."
legit,Coffee break?,The Q4 Planning project is on track. See attached.
legit,Weekly sync,See you at the sync later.
phishing,You won a new iPad,FINAL WARNING: We will close your account unless you update your profile here: http://bca-klik-secure.net
phishing,Invoice #9921 Overdue - Pay Immediately,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
legit,Question regarding timeline,Your class schedule for Fall 2026 is ready.
legit,Class schedule for Spring 2026,Wishing you a very happy birthday!
phishing,Security Alert: Compromised Password,Track your package here. It could not be delivered due to missing address: http://secure-update.com
legit,Schedule change for Spring 2026,See you at the sync later.
phishing,Claim your iPhone,You have an unpaid invoice of $450. Pay immediately using the link: http://free-prize-claim.org
legit,Project update: Alpha,Please note the schedule change for the Graduation.
legit,Class schedule for Fall 2026,Your class schedule for Fall 2026 is ready.
legit,Welcome to the team,Please return the book by Friday at 3 PM.
phishing,Password Reset Required,"Dear student, your university account will be deleted unless you verify it here: http://secure-update.com/pu-verify"
legit,Feedback on your presentation,I've attached the notes from yesterday's meeting. Thanks.
phishing,Important: Update your mailbox quota,Your PayPal account is restricted. Update your billing details immediately at paypal-security-update.com.
legit,Feedback on your presentation,Your class schedule for Spring 2026 is ready.
legit,Notes from yesterday's meeting,"Hi, let's meet at next Monday. Regards."
legit,Meeting at 2 PM,Could you clarify the point about deployment?
legit,Happy birthday!,See you at the sync later.
phishing,Account locked due to multiple failed logins,Track your package here. It could not be delivered due to missing address: http://paypal-security-update.com
phishing,Security Alert: Compromised Password,Required update from IT Helpdesk. Install the patch here: http://secure-update.com/update.exe
legit,Task assignment: Data Migration,Your class schedule for Even Semester is ready.
legit,Project update: Data Migration,Welcome to the team! We are glad to have you.
legit,Welcome to the team,See you at the sync later.
legit,Notes from yesterday's meeting,Could you clarify the point about requirements?
phishing,Your subscription has expired,You have a pending document shared via OneDrive. View it here: http://it-helpdesk-portal.com
legit,Q3 Marketing Report,Let's grab a coffee at the cafeteria and discuss deployment.
phishing,PayPal Security Notice,We noticed suspicious activity. Verify your identity at http://verify-your-id.net to unlock your account.
legit,Feedback on your presentation,Welcome to the team! We are glad to have you.
legit,Feedback on your presentation,See you at the sync later.
phishing,PayPal Security Notice,Your PayPal account is restricted. Update your billing details immediately at login-verify-account.net.
phishing,Important: Update your mailbox quota,Someone logged into your account from a new device. Click here if it wasn't you: http://paypal-security-update.com
phishing,IT Support: Required System Update,You won a trip to Bali. Claim it here: www.free-prize-claim.org/claim
legit,Feedback on your presentation,Can you please review the attached document before the meeting at 10 AM?
legit,Coffee break?,The Cybersecurity Upgrade project is on track. See attached.
legit,Task assignment: Cybersecurity Upgrade,Please note the schedule change for the Career Fair.
phishing,Password Reset Required,Alert: Unusual activity on your Chase account. Log in to verify: http://login-verify-account.net
legit,Feedback on your presentation,See you at the sync later.
phishing,Your subscription has expired,Someone logged into your account from a new device. Click here if it wasn't you: http://bca-klik-secure.net
phishing,You won a new iPad,"Dear student, your university account will be deleted unless you verify it here: http://bca-klik-secure.net/pu-verify"
phishing,Verify your identity now,We noticed suspicious activity. Verify your identity at http://free-prize-claim.org to unlock your account.
